,Pwh (Mpa),Twh (℃),Gas Production,Oil Production(方/天),Water Production (方/天),CHK,Pwf (Mpa),Yemp,Yemp2
24,-0.4837332021135024,0.336462522188079,0.8695166902511284,0.5510184637664433,-1.121740034230918,-0.7633257382689941,-0.396009423381563,-0.4060275201818187,-0.4708480463384242
25,-0.4839492705340244,0.3440249169063498,0.8684399564911409,0.5513857800813307,-1.121740034230918,-0.7633257382689941,-0.396009423381563,-0.40624358860234083,-0.47106411475894633
26,-0.4839492705340244,0.3390553432343433,0.8700977846612803,0.5513857800813307,-1.121740034230918,-0.7633257382689941,-0.39644156022260707,-0.40624358860234083,-0.47106411475894633
27,-0.4839492705340244,0.3472659432141799,0.8688061924639259,0.5506511474515556,-1.121740034230918,-0.763541806689516,-0.39644156022260707,-0.40624358860234083,-0.47106411475894633
28,-0.4839492705340244,0.33927141165486513,0.8683129946872422,0.5499165148217809,-1.1221073505458052,-0.7633257382689941,-0.39644156022260707,-0.40624358860234083,-0.47106411475894633
29,-0.4841653389545464,0.33927141165486513,0.8655369260135334,0.5477126169324563,-1.1221073505458052,-0.7633257382689941,-0.39665762864312903,-0.4064596570228628,-0.4712801831794683
30,-0.4841653389545464,0.3366785906086011,0.8647849214827487,0.5469779843026813,-1.1221073505458052,-0.7633257382689941,-0.39665762864312903,-0.4064596570228628,-0.4712801831794683
31,-0.48438140737506835,0.3366785906086011,0.8638253832340524,0.5462433516729066,-1.1224746668606929,-0.7633257382689941,-0.396873697063651,-0.4066757254433848,-0.47149625159999026
32,-0.48438140737506835,0.34683380637313593,0.8631270933126093,0.5455087190431316,-1.1224746668606929,-0.763541806689516,-0.396873697063651,-0.4066757254433848,-0.47149625159999026
33,-0.48438140737506835,0.34035175375747545,0.8641867360605333,0.5466106679877939,-1.1228419831755803,-0.7633257382689941,-0.396873697063651,-0.4066757254433848,-0.47149625159999026
34,-0.4845974757955905,0.34251243796269554,0.8648020124948118,0.5469779843026813,-1.1228419831755803,-0.7633257382689941,-0.396873697063651,-0.4068917938639068,-0.4717123200205122
35,-0.4845974757955905,0.34251243796269554,0.8648752596893686,0.5473453006175689,-1.1228419831755803,-0.763541806689516,-0.39708976548417296,-0.4068917938639068,-0.4717123200205122
36,-0.4845974757955905,0.3381910695522551,0.8654148473559383,0.5477126169324563,-1.1228419831755803,-0.7633257382689941,-0.39708976548417296,-0.4068917938639068,-0.4717123200205122
37,-0.48481354421611245,0.3414320958600855,0.8676879519603562,0.5495491985068933,-1.1228419831755803,-0.763541806689516,-0.3973058339046951,-0.4071078622844289,-0.47192838844103435
38,-0.4850296126366344,0.3418642327011294,0.8677660823012169,0.5495491985068933,-1.1232092994904677,-0.7633257382689941,-0.3975219023252171,-0.4073239307049509,-0.47214445686155637
39,-0.47617080739523177,0.3418642327011294,0.8660984878384702,0.5480799332473436,-1.1232092994904677,-0.763541806689516,-0.3975219023252171,-0.39846512546354806,-0.4632856516201535
40,-0.47617080739523177,0.3418642327011294,-0.7208898788716277,-0.7944611976662169,-1.185653073021331,-0.763541806689516,-0.3975219023252171,-0.39846512546354806,-0.4632856516201535
41,-0.4856778178982005,0.3219859380131037,0.643956837759261,0.3339345216679713,-1.147452176273038,-0.8002734381782591,-0.39708976548417296,-0.40797213596651694,-0.47279266212312243
42,-0.4861099547392446,0.34294457480373947,0.8468857487061783,0.5330199643369592,-1.126147830009567,-0.7933592487215546,-0.3975219023252171,-0.4084042728075609,-0.47322479896416636
43,-0.4789796968620179,0.29238456440158744,0.6393056409048937,0.3563408168761047,-1.1316575747328785,-0.8303069486308198,-0.39492908127895293,-0.4012740149303343,-0.4660945410869398
44,-0.4789796968620179,0.29108815387845527,0.38968652657421554,0.14476661950094438,-1.1386365847157398,-0.8670385801195627,-0.39492908127895293,-0.4012740149303343,-0.4660945410869398
45,-0.4815725179082822,0.32047345906944974,0.47920924776173723,0.22080109668264272,-1.1360653705115278,-0.858395843298682,-0.396009423381563,-0.4038668359765985,-0.468687362133204
46,-0.48178858632880417,0.3237144853772798,0.618332527530083,0.33834231744662063,-1.1323922073626536,-0.8454317380673609,-0.39622549180208494,-0.40408290439712063,-0.46890343055372613
47,-0.4882706389444648,0.3630389379122873,0.811375508784962,0.5017980775715274,-1.1257805136946797,-0.8119411328864481,-0.3986022444278271,-0.4105649570127811,-0.4753854831693866
48,-0.4815725179082822,0.323498416956758,0.7675395044157709,0.4646991297678969,-1.126882462639342,-0.8132375434095803,-0.39622549180208494,-0.4038668359765985,-0.468687362133204
49,-0.479411833703062,0.29757020649411575,0.5299597872971057,0.2637771055244719,-1.1349634215668656,-0.8493209696367574,-0.39536121811999686,-0.4017061517713784,-0.4665266779279839
50,-0.479411833703062,0.30081123280194616,0.37984942834521507,0.136685660573421,-1.1386365847157398,-0.8661743064374747,-0.3955772865405188,-0.4017061517713784,-0.4665266779279839
51,-0.47962790212358397,0.3001630275403801,0.38045982163318975,0.13705297688830834,-1.1382692684008524,-0.8661743064374747,-0.3955772865405188,-0.40192222019190044,-0.4667427463485059
52,-0.47962790212358397,0.2969220012325497,0.37797430016455685,0.13484907899898382,-1.1386365847157398,-0.8661743064374747,-0.3955772865405188,-0.40192222019190044,-0.4667427463485059
53,-0.47962790212358397,0.29087208545793314,0.25407805340934325,0.13705297688830834,-1.1382692684008524,-0.8659582380169527,-0.3955772865405188,-0.40192222019190044,-0.4667427463485059
54,-0.47962790212358397,0.28957567493480096,0.25299269851937717,0.135951027943646,-1.1379019520859648,-0.8659582380169527,-0.3955772865405188,-0.40192222019190044,-0.4667427463485059
55,-0.48027610738515003,0.28957567493480096,0.11234823225003009,0.007390317733045212,-1.144880962068826,-0.8683349906426949,-0.3955772865405188,-0.4025704254534665,-0.467390951610072
56,-0.48049217580567205,0.30102730122246796,0.2867892565837492,0.16717291470907764,-1.1390039010306272,-0.8722242222120912,-0.396009423381563,-0.40278649387398846,-0.46760702003059396
57,-0.48049217580567205,0.3018915749045562,0.31954989621277047,0.19729285252984696,-1.1379019520859648,-0.8683349906426949,-0.39622549180208494,-0.40278649387398846,-0.46760702003059396
58,-0.47509046529262156,0.2241069435166294,0.18783994555937694,0.07607846861699487,-1.1419424315497266,-0.8854043958639344,-0.39406480759686474,-0.397384783360938,-0.4622053095175435
59,-0.4845974757955905,0.33149294851607247,0.11955696617759017,0.013267378771244075,-1.1408404826050644,-0.8923185853206389,-0.3975219023252171,-0.4068917938639068,-0.4717123200205122
60,-0.47401012319001157,0.16598453839620655,-0.11540551416329176,-0.20087803280812827,-1.1503907067921375,-0.9111165379060546,-0.3934166023352988,-0.396304441258328,-0.4611249674149335
61,-0.47573867055418767,0.22173019089088722,-0.3277305925134503,-0.3981268939026787,-1.1522272883665747,-0.9562748377951563,-0.3934166023352988,-0.3980329886225041,-0.4628535147791096
62,-0.4785475600209739,0.27056165392886344,-0.13333746451925513,-0.23724234798198393,-1.099701055337672,-0.9251609852399858,-0.39536121811999686,-0.4008418780892904,-0.4656624042458959
63,-0.48265286001089225,0.31960918538736155,0.2118660625024798,0.09811744751024065,-1.1401058499752896,-0.8797866169303619,-0.396873697063651,-0.40494717807920866,-0.46976770423581415
64,-0.4858938863187225,0.34121602743956336,0.49894804867747367,0.3622178779143037,-1.1316575747328785,-0.8430549854416187,-0.3981701075867832,-0.4081882043870389,-0.4730087305436444
65,-0.47401012319001157,0.18413428572005616,0.7792167925618312,0.6200739309652803,-1.119168820026706,-0.7689435172025665,-0.3938487391763427,-0.396304441258328,-0.4611249674149335
66,-0.48351713369298027,0.33430183798285895,0.06293649586190002,-0.03889153794277117,-1.1441463294390513,-0.8376532749285682,-0.39795403916626104,-0.40581145176129674,-0.47063197791790223
67,-0.48481354421611245,0.34445705374739377,0.6092857211559841,0.46359718082323453,-1.1279844115840043,-0.7793148013876233,-0.39795403916626104,-0.4071078622844289,-0.47192838844103435
68,-0.48481354421611245,0.34445705374739377,0.395459572274775,0.24063617768656384,-1.1632467778131976,-0.7793148013876233,-0.39795403916626104,-0.4071078622844289,-0.47192838844103435
69,-0.47379405476948955,0.14243308055930665,0.08041228256845726,-0.0227296200877241,-1.1445136457539387,-0.8663903748579966,-0.3934166023352988,-0.39608837283780585,-0.46090889899441134
70,-0.48308499685193634,0.33019653799294063,0.09447245968340247,-0.009873549066664038,-1.1419424315497266,-0.892750722161683,-0.3975219023252171,-0.40537931492025264,-0.47019984107685814
71,-0.48308499685193634,0.33192508535711673,0.4756522429957355,0.3357711032424086,-0.9546111109571368,-0.8454317380673609,-0.3977379707457391,-0.40537931492025264,-0.47019984107685814
72,-0.4880545705239427,0.36195859580967726,0.7268815640166699,0.5719554937150267,-1.1224746668606929,-0.7847165119006737,-0.3994665181099152,-0.41034888859225915,-0.4751694147488646
73,-0.4884867073649868,0.36195859580967726,0.3122512778222729,0.19068115886187326,-1.1408404826050644,-0.7451759909451444,-0.3996825865304373,-0.4107810254333031,-0.4756015515899086
74,-0.4746583284515776,0.16771308576038282,0.013502288358035595,-0.08443876098881256,-1.1445136457539387,-0.8715760169505251,-0.39406480759686474,-0.3969526465198939,-0.46177317267649937
75,-0.47444226003105566,0.15799000683689193,-0.424288976823694,-0.48701744210543696,-1.154063869941012,-0.9417982536201811,-0.39406480759686474,-0.3967365780993719,-0.4615571042559774
76,-0.47444226003105566,0.15150795422123145,-0.44696457971116593,-0.5164027472964315,-1.1401058499752896,-0.9417982536201811,-0.39406480759686474,-0.3967365780993719,-0.4615571042559774
77,-0.47444226003105566,0.14416162792348275,-0.4444163551868975,-0.5053832578498085,-1.1404731662901768,-0.9415821851996591,-0.39406480759686474,-0.3967365780993719,-0.4615571042559774
78,-0.47444226003105566,0.14480983318504884,-0.4260237469583811,-0.4884867073649868,-1.1551658188856742,-0.9415821851996591,-0.39406480759686474,-0.3967365780993719,-0.4615571042559774
79,-0.47422619161053353,0.14113667003617447,-0.4280124407008658,-0.49032328893942395,-1.1547985025707868,-0.9415821851996591,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
80,-0.47422619161053353,0.14113667003617447,-0.4272619054353405,-0.48958865630964915,-1.1547985025707868,-0.9415821851996591,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
81,-0.47422619161053353,0.14027239635408642,-0.4280146878124393,-0.49032328893942395,-1.1547985025707868,-0.9415821851996591,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
82,-0.47422619161053353,0.14027239635408642,-0.42891802666495765,-0.49142523788408615,-1.1547985025707868,-0.9417982536201811,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
83,-0.47422619161053353,0.14027239635408642,-0.43121457469300206,-0.4932618194585233,-1.1547985025707868,-0.942014322040703,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
84,-0.47422619161053353,0.13897598583095427,-0.4332864115637036,-0.4950984010329605,-1.1547985025707868,-0.9417982536201811,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
85,-0.47422619161053353,0.13897598583095427,-0.43138535517258275,-0.49362913577341083,-1.1544311862558994,-0.9417982536201811,-0.3938487391763427,-0.39652050967884994,-0.46134103583545544
86,-0.48308499685193634,0.2969220012325497,-0.4138163997630964,-0.47746721791836394,-1.1536965536261246,-0.939853637835483,-0.3975219023252171,-0.40537931492025264,-0.47019984107685814
87,-0.47509046529262156,0.1860789015047544,0.48434841353701136,0.3486271742634687,-1.1312902584179911,-0.8462960117494491,-0.39449694443790884,-0.397384783360938,-0.4622053095175435
88,-0.47509046529262156,0.1802450541506597,-0.3395567518012501,-0.4091463833493016,-1.155900451515449,-0.9195432063064133,-0.39428087601738687,-0.397384783360938,-0.4622053095175435
89,-0.4748743968720996,0.1763558225812635,-0.33887341381450714,-0.40841175071952673,-1.1536965536261246,-0.916950385260149,-0.39428087601738687,-0.39716871494041606,-0.4619892410970215
90,-0.4748743968720996,0.1759236857402194,-0.33390777258775417,-0.40363663862599025,-1.154063869941012,-0.916950385260149,-0.39428087601738687,-0.39716871494041606,-0.4619892410970215
91,-0.4850296126366344,0.3202573906489276,-0.19404158476912742,-0.2750759284153893,-1.1492887578474753,-0.9121968800086646,-0.3981701075867832,-0.4073239307049509,-0.47214445686155637
92,-0.48351713369298027,0.3226341432746698,0.49053877378496724,0.3545042353016677,-1.1309229421031037,-0.8419746433390087,-0.39795403916626104,-0.40581145176129674,-0.47063197791790223
93,-0.48351713369298027,0.3241466222183241,0.47803171808357614,0.3431174295401573,-1.132024891047766,-0.8462960117494491,-0.3981701075867832,-0.40581145176129674,-0.47063197791790223
94,-0.4966973073448234,0.3842136431234452,0.9169834651450874,0.7467980596014439,-1.1147610242480568,-0.7702399277256986,-0.4027075444177456,-0.41899162541313983,-0.48381215156974533
95,-0.49691337576534556,0.3863743273286653,1.3143956478312417,1.1122777929144378,-1.0982317900781224,-0.7021783752612629,-0.40292361283826755,-0.4192076938336618,-0.4840282199902673
96,-0.48891884420603077,0.35785329581975867,1.1352157028644236,0.9473527675299812,-1.1055781163758711,-0.7162228225951941,-0.40054686021252534,-0.4112131622743472,-0.4760336884309527
97,-0.48438140737506835,0.33062867483398456,0.679930954972496,0.5286121685583098,-1.1250458810649049,-0.7639739435305601,-0.39881831284834923,-0.4066757254433848,-0.47149625159999026
98,-0.48438140737506835,0.33062867483398456,0.4873146656344637,0.35156570478256804,-1.132759523677541,-0.797896685552517,-0.39881831284834923,-0.4066757254433848,-0.47149625159999026
99,-0.4925920073549051,0.371465606312646,0.931002329978029,0.759654130622504,-1.1151283405629442,-0.7546830014481133,-0.4018432707356575,-0.4148863254232215,-0.479706851579827
100,-0.40594857072557583,0.371465606312646,1.0389022537156833,0.8588295356421104,-1.1107205447842952,-0.7427992383194022,-0.4020593391561795,-0.3282428887938921,-0.39306341495049757
101,-0.49280807577542707,0.3731941536768221,1.0383044788234672,0.8584622193272231,-1.1110878610991823,-0.7430153067399243,-0.40227540757670144,-0.41510239384374353,-0.479922920000349
102,-0.4930241441959492,0.37297808525630005,1.0402959814554187,0.8599314845867727,-1.1107205447842952,-0.7427992383194022,-0.40227540757670144,-0.4153184622642655,-0.480138988420871
103,-0.4930241441959492,0.37254594841525607,1.039080402128404,0.8588295356421104,-1.1110878610991823,-0.7430153067399243,-0.40249147599722346,-0.4153184622642655,-0.480138988420871
104,-0.49324021261647116,0.37189774315369,1.0394705136616564,0.8591968519569978,-1.1110878610991823,-0.7430153067399243,-0.40249147599722346,-0.41553453068478763,-0.4803550568413931
105,-0.49324021261647116,0.37189774315369,-0.06806833710796188,-0.15937128922584856,-1.1573697167749988,-0.8294426749487317,-0.40249147599722346,-0.41553453068478763,-0.4803550568413931
106,-0.4863260231597666,0.24679412767144157,-0.7361408738725957,-0.8073172686872769,-1.0846410864272875,-1.0398933165371773,-0.3990343812688712,-0.40862034122808305,-0.4734408673846885
107,-0.4863260231597666,0.31723243276161933,0.5812918533794672,0.43310992668757775,-0.5634192356020228,-0.821880280230461,-0.3994665181099152,-0.40862034122808305,-0.4734408673846885
108,-0.4863260231597666,0.32954833273137457,0.6001159286369241,0.45367964032127384,-0.945428203084951,-0.8223124170715052,-0.3998986549509593,-0.40862034122808305,-0.4734408673846885
109,-0.48654209158028855,0.33559824850599107,0.6099976233879202,0.46433181345300956,-1.1298209931584415,-0.822096348650983,-0.3998986549509593,-0.408836409648605,-0.4736569358052105
110,-0.49129559683177293,0.3613103905481112,0.7243208939513794,0.5693842795108147,-1.1246785647500173,-0.7996252329166931,-0.4016272023151354,-0.4135899149000894,-0.4784104410566949
111,-0.49129559683177293,0.3613103905481112,0.9166055398707524,0.7464307432865566,-1.1169649221373812,-0.7609489856432519,-0.4016272023151354,-0.4135899149000894,-0.4784104410566949
112,-0.49151166525229506,0.3628228694917652,0.9146985848117514,0.7445941617121192,-1.1169649221373812,-0.7613811224842958,-0.4020593391561795,-0.41380598332061136,-0.47862650947721685
113,-0.49151166525229506,0.3643353484354195,0.9145696351783836,0.7445941617121192,-1.1169649221373812,-0.7613811224842958,-0.4020593391561795,-0.41380598332061136,-0.47862650947721685
114,-0.48027610738515003,0.27855618548817823,0.6400533240672681,0.4918805370695667,-1.126147830009567,-0.7981127539730389,-0.3981701075867832,-0.4025704254534665,-0.467390951610072
115,-0.491727733672817,0.3643353484354195,0.8634957492517038,0.6975776734065283,-1.1188015037118184,-0.7676471066794345,-0.40227540757670144,-0.4140220517411335,-0.478842577897739
116,-0.4856778178982005,0.33214115377763853,0.7332471341468272,0.5778325547532257,-1.1239439321202425,-0.7762898435003152,-0.40033079179200337,-0.40797213596651694,-0.47279266212312243
117,-0.49583303366273535,0.3768673168256965,0.6400218861120821,0.9111310575136701,-1.108767286262776,-0.7819076224338876,-0.4035718180998336,-0.41812735173105176,-0.48294787788765725
118,-0.49626517050377944,0.3798922747130048,1.2006225306801155,1.4919445787189076,-1.044865050893389,-0.7252976962571187,-0.4040039549408776,-0.41855948857209574,-0.48338001472870123
119,-0.503611496801528,0.39760988519581014,1.2869400280970873,1.5815935270776982,-1.078718651020779,-0.7103889752410995,-0.40638070756661976,-0.4259058148698444,-0.4907263410264499
120,-0.5038275652220501,0.40106697992416235,1.5952079982547906,1.9408504898796577,-1.0610032012221786,-0.656804006951639,-0.4065967759871419,-0.4261218832903664,-0.4909424094469719
121,-0.49907405997056575,0.39047962731858354,1.4541463254722573,1.8030614974285617,-1.0672605426804962,-0.6574522122132052,-0.4053003654640097,-0.42136837803888205,-0.4861889041954875
122,-0.4943205547190812,0.3770833852462183,1.2486302544716936,1.533207164985997,-1.080095006859504,-0.6710645227060922,-0.4040039549408776,-0.41661487278739767,-0.4814353989440031
123,-0.4943205547190812,0.3762191115641304,1.0588310868072695,1.338689408726845,-1.0898461746776629,-0.6982891436918665,-0.4040039549408776,-0.41661487278739767,-0.4814353989440031
124,-0.5044757704836162,0.39933843255998624,1.3249361351964095,1.7582532283807053,-1.0710957571447621,-0.6823000805732372,-0.4070289128281858,-0.4267700885519325,-0.491590614708538
125,-0.5044757704836162,0.39933843255998624,1.5938196506187263,1.9696740171772948,-1.0602318369609152,-0.656804006951639,-0.4070289128281858,-0.4267700885519325,-0.491590614708538
126,-0.5051239757451821,0.39933843255998624,1.591909865063416,1.9258531808112245,-1.0625761793235788,-0.656804006951639,-0.4070289128281858,-0.42741829381349855,-0.49223881997010405
127,-0.5051239757451821,0.39933843255998624,1.5044421706234794,1.6007458318727694,-1.0773833481819528,-0.656804006951639,-0.4070289128281858,-0.42741829381349855,-0.49223881997010405
128,-0.5051239757451821,0.39933843255998624,1.4056713321144587,1.5156148741870943,-1.080926870278514,-0.656587938531117,-0.4061646391460978,-0.42741829381349855,-0.49223881997010405
129,-0.4999383336526538,0.3915599694211936,1.329893652250551,1.527265283421642,-1.0805898035424997,-0.657020075372161,-0.4061646391460978,-0.4222326517209701,-0.48705317787757557
130,-0.4999383336526538,0.3915599694211936,1.3276046234035406,1.4941376731872058,-1.082115246591385,-0.657020075372161,-0.4061646391460978,-0.4222326517209701,-0.48705317787757557
131,-0.4999383336526538,0.3915599694211936,1.3268995057200088,1.3880221505004326,-1.0869940715267723,-0.657020075372161,-0.4061646391460978,-0.4222326517209701,-0.48705317787757557
132,-0.5003704704936978,0.3900474904775396,1.3202727520831248,1.3181607480930482,-1.0893232890999995,-0.657020075372161,-0.4065967759871419,-0.42266478856201417,-0.48748531471861967
133,-0.5003704704936978,0.3900474904775396,1.325510574699209,1.2558314908250616,-1.0922834264611512,-0.657020075372161,-0.4065967759871419,-0.42266478856201417,-0.48748531471861967
134,-0.5003704704936978,0.39199210626223785,1.3265610993597872,1.2867703279596094,-1.090868178306732,-0.657020075372161,-0.4065967759871419,-0.42266478856201417,-0.48748531471861967
135,-0.5003704704936978,0.39199210626223785,1.3335661239804795,1.3733122124312933,-1.088130591418718,-0.657020075372161,-0.4065967759871419,-0.42266478856201417,-0.48748531471861967
136,-0.5003704704936978,0.3924242431032818,1.3376678588414592,1.3690470218101887,-1.0875191177886407,-0.657020075372161,-0.4070289128281858,-0.42266478856201417,-0.48748531471861967
137,-0.5008026073347418,0.3932885167853697,1.3316133192026436,1.3761167805296692,-1.0875536887359243,-0.657020075372161,-0.40724498124870795,-0.42309692540305816,-0.4879174515596636
138,-0.5008026073347418,0.3915599694211936,1.328656660543062,1.3488986415965105,-1.0887723146276684,-0.657020075372161,-0.40724498124870795,-0.42309692540305816,-0.4879174515596636
139,-0.5008026073347418,0.3926403115238039,1.3302686389943668,1.3578352314693014,-1.0879361298402481,-0.657020075372161,-0.40724498124870795,-0.42309692540305816,-0.4879174515596636
140,-0.5059882494272702,0.4012830483446845,1.3973427587770166,1.4159922075370077,-1.0859807106345238,-0.656587938531117,-0.4089735286128841,-0.42828256749558663,-0.4931030936521921
141,-0.5062043178477923,0.40193125360625054,1.5846649612822603,1.6081893889597532,-1.0766876078678718,-0.6557236648490289,-0.40918959703340607,-0.4284986359161086,-0.4933191620727141
142,-0.5064203862683143,0.40862937464243315,1.5809056300472817,1.5960895574105203,-1.0779040730754108,-0.6557236648490289,-0.40940566545392804,-0.4287147043366307,-0.4935352304932362
143,-0.5064203862683143,0.406252622016691,1.583507806856155,1.764676942522825,-1.06979934662163,-0.6557236648490289,-0.40940566545392804,-0.4287147043366307,-0.4935352304932362
144,-0.5066364546888362,0.4064686904372128,1.5813257534841452,1.507220616049814,-1.0814281490141249,-0.6557236648490289,-0.40962173387445017,-0.4289307727571527,-0.4937512989137582
145,-0.5066364546888362,0.40906151148347714,1.5749490774371728,1.5567586228228971,-1.0787013655471371,-0.6557236648490289,-0.40962173387445017,-0.4289307727571527,-0.4937512989137582
146,-0.5066364546888362,0.4081972378013892,1.578134250058298,1.6163675786765117,-1.0764283257632454,-0.6557236648490289,-0.40962173387445017,-0.4289307727571527,-0.4937512989137582
147,-0.5042597020630941,0.40020270624207444,1.2031192228860896,1.2141410890853381,-1.0948395158759268,-0.7032587173638729,-0.4089735286128841,-0.4265540201314105,-0.49137454628801597
148,-0.5042597020630941,0.4017151851857284,1.4403469861545664,1.3514093566429763,-1.0898483353618682,-0.6790590542654069,-0.4089735286128841,-0.4265540201314105,-0.49137454628801597
149,-0.5046918389041382,0.40365980097042664,1.4371935107707314,1.4315232056041303,-1.0861751722129938,-0.6790590542654069,-0.4089735286128841,-0.42698615697245446,-0.49180668312905995
150,-0.5087971388940564,0.41100612726817537,1.4682523090923532,1.5846552165964949,-1.079397105861218,-0.6764662332191427,-0.4104860075565382,-0.4310914569623729,-0.4959119831189784
151,-0.5087971388940564,0.4118704009502632,1.6683005526431867,1.8094009448866775,-1.068111852257353,-0.6358453701610033,-0.4104860075565382,-0.4310914569623729,-0.4959119831189784
152,-0.5092292757351006,0.4118704009502632,1.6780463835713586,1.6780010956304172,-1.0735719012439444,-0.6356293017404813,-0.4109181443975822,-0.43152359380341687,-0.49634411996002237
153,-0.5092292757351006,0.4127346746323515,1.6689941754867468,1.8452747847459483,-1.0659598107889536,-0.6354132333199591,-0.4109181443975822,-0.43152359380341687,-0.49634411996002237
154,-0.4999383336526538,0.3926403115238039,1.4987261453790957,1.5410806982298197,-1.0796823161763072,-0.6483773385512803,-0.408325323351318,-0.4222326517209701,-0.48705317787757557
155,-0.5092292757351006,0.406252622016691,1.3521864899310678,1.3623316153003642,-1.0886750838384334,-0.6602611016799913,-0.4111342128181043,-0.43152359380341687,-0.49634411996002237
